,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,senator,ptr_link,disclosure_date
89,2023-04-03,Joint,CBSH,"Commerce Bancshares, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Major Banks,Finance,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d4a78d56-71f0-4658-a22e-72a8b9de1816/,2023-05-11
90,2023-04-03,Joint,CRUS,"Cirrus Logic, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Semiconductors,Technology,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d4a78d56-71f0-4658-a22e-72a8b9de1816/,2023-05-11
91,2023-04-03,Joint,AVGO,Broadcom Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Semiconductors,Technology,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d4a78d56-71f0-4658-a22e-72a8b9de1816/,2023-05-11
92,2023-04-03,Joint,ADSK,"Autodesk, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Computer Software: Prepackaged Software,Technology,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d4a78d56-71f0-4658-a22e-72a8b9de1816/,2023-05-11
93,2023-04-03,Joint,APH,Amphenol Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Electrical Products,Capital Goods,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d4a78d56-71f0-4658-a22e-72a8b9de1816/,2023-05-11
94,2022-04-03,Joint,A,"Agilent Technologies, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Biotechnology: Laboratory Analytical Instruments,Capital Goods,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/d4a78d56-71f0-4658-a22e-72a8b9de1816/,2023-05-11
96,2023-04-26,Spouse,NVS,Novartis AG Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Major Pharmaceuticals,Health Care,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
97,2023-04-26,Spouse,TMO,Thermo Fisher Scientific Inc Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Industrial Machinery/Components,Capital Goods,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
103,2023-04-17,Spouse,BRKR,Bruker Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Biotechnology: Laboratory Analytical Instruments,Capital Goods,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
104,2023-04-17,Spouse,AVNT,Avient Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Major Chemicals,Industrials,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
107,2023-04-17,Spouse,SNDR,"Schneider National, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Trucking Freight/Courier Services,Industrials,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
109,2023-04-17,Spouse,MRVL,Marvell Technology Group Ltd. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
110,2023-04-17,Spouse,ALGM,"Allegro MicroSystems, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
111,2023-04-17,Spouse,DIOD,Diodes Incorporated - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
112,2023-04-17,Spouse,VSH,"Vishay Intertechnology, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Industrial Machinery/Components,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
113,2023-04-13,Spouse,UAA,"Under Armour, Inc. Class A Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Apparel,Consumer Non-Durables,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
114,2023-04-13,Spouse,UA,"Under Armour, Inc. Class C Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Apparel,Consumer Non-Durables,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
115,2023-04-13,Spouse,CSCO,"Cisco Systems, Inc. - Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,Democrat,DE,Computer Communications Equipment,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/9fb1b3e0-af5f-4e09-a581-400911ca3786/,2023-05-01
116,2023-04-11,Joint,ITW,Illinois Tool Works Inc. Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Democrat,IL,Industrial Machinery/Components,Technology,Tammy Duckworth,https://efdsearch.senate.gov/search/view/ptr/d13dcd12-a93c-4e85-8142-be77dea149f3/,2023-05-01
118,2023-04-05,Spouse,CSII,"Cardiovascular Systems, Inc. - Common Stock",Stock,Sale (Full),"$50,001 - $100,000",Underlying asset of Truchas Capital 401k Plan,Democrat,MN,Medical/Dental Instruments,Health Care,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/7c840533-d541-42ab-b8ca-361a1be272d2/,2023-04-19
119,2023-04-05,Spouse,MDT,Medtronic plc. Ordinary Shares,Stock,Sale (Full),"$100,001 - $250,000",Underlying asset of Arch C Smith Revocable Trust U/A DTD 11/23/2015,Democrat,MN,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/7c840533-d541-42ab-b8ca-361a1be272d2/,2023-04-19
120,2023-04-05,Spouse,CSII,"Cardiovascular Systems, Inc. - Common Stock",Stock,Sale (Full),"$50,001 - $100,000",Underlying asset of Arch C Smith Revocable Trust U/A DTD 11/23/2015,Democrat,MN,Medical/Dental Instruments,Health Care,Tina Smith,https://efdsearch.senate.gov/search/view/ptr/7c840533-d541-42ab-b8ca-361a1be272d2/,2023-04-19
121,2023-03-14,Self,TFC,Truist Financial Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Democrat,MI,Major Banks,Finance,Gary C. Peters,https://efdsearch.senate.gov/search/view/ptr/c72c43d7-f169-4954-ab54-f2b277f943bb/,2023-04-12
122,2023-03-14,Self,O,Realty Income Corporation Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Democrat,MI,Real Estate Investment Trusts,Consumer Services,Gary C. Peters,https://efdsearch.senate.gov/search/view/ptr/c72c43d7-f169-4954-ab54-f2b277f943bb/,2023-04-12
123,2023-03-13,Self,NUE,Nucor Corporation Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,Democrat,MI,Steel/Iron Ore,Basic Industries,Gary C. Peters,https://efdsearch.senate.gov/search/view/ptr/c72c43d7-f169-4954-ab54-f2b277f943bb/,2023-04-12
124,2023-03-21,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $21.00 <br> <em>Expires:</em> 10/20/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
125,2023-03-21,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $18.00 <br> <em>Expires:</em> 10/20/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
126,2023-03-21,Joint,TSM,"Taiwan Semiconductor Manufacturing Company Ltd. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $75.00 <br> <em>Expires:</em> 09/15/2023 </div>",Stock Option,Purchase,"$1,001 - $15,000",--,Republican,AL,Semiconductors,Technology,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
127,2023-03-21,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
128,2023-03-21,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
129,2023-03-21,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
130,2023-03-21,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
131,2023-03-21,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
132,2023-03-21,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
133,2023-03-21,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$50,001 - $100,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
134,2023-03-20,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,Republican,AL,Steel/Iron Ore,Industrials,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
135,2023-03-10,Joint,KMB,Kimberly-Clark Corporation Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Republican,AL,Containers/Packaging,Consumer Durables,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
137,2023-03-03,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 10/20/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/ea347ad9-be7e-4ccf-b353-a671bb9fd9f1/,2023-04-12
138,2023-03-07,Spouse,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Democrat,DE,Computer Manufacturing,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/83caeb49-28d0-4805-8599-c6d92c3afdd7/,2023-04-03
139,2022-01-19,Spouse,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/86e2f153-05cc-4e3b-8e34-42f21db242d3/,2023-03-28
140,2023-03-03,Spouse,WFC,Wells Fargo &amp; Company Common Stock,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,Republican,KY,Major Banks,Finance,Mitch Mcconnell,https://efdsearch.senate.gov/search/view/ptr/4333a18b-8e9d-41e9-98e1-d73006ccfe04/,2023-03-28
143,2023-02-10,Joint,SCHW,Charles Schwab Corporation (The) Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,AK,Investment Bankers/Brokers/Service,Finance,Dan Sullivan,https://efdsearch.senate.gov/search/view/ptr/58a2554f-5865-4c99-93dc-3be5490ae475/,2023-03-16
144,2023-02-21,Joint,CHD,"Church &amp; Dwight Company, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Package Goods/Cosmetics,Basic Industries,Dan Sullivan,https://efdsearch.senate.gov/search/view/ptr/58a2554f-5865-4c99-93dc-3be5490ae475/,2023-03-16
145,2023-02-10,Joint,CHD,"Church &amp; Dwight Company, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,Package Goods/Cosmetics,Basic Industries,Dan Sullivan,https://efdsearch.senate.gov/search/view/ptr/58a2554f-5865-4c99-93dc-3be5490ae475/,2023-03-16
146,2023-02-10,Joint,GOOG,Alphabet Inc. - Class C Capital Stock,Stock,Purchase,"$1,001 - $15,000",--,Republican,AK,"Computer Software: Programming, Data Processing",Technology,Dan Sullivan,https://efdsearch.senate.gov/search/view/ptr/58a2554f-5865-4c99-93dc-3be5490ae475/,2023-03-16
150,2023-02-21,Spouse,QCOM,QUALCOMM Incorporated - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Radio And Television Broadcasting And Communications Equipment,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
151,2023-02-21,Spouse,SBUX,Starbucks Corporation - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Restaurants,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
154,2023-02-21,Spouse,WM,"Waste Management, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Environmental Services,Public Utilities,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
155,2023-02-21,Spouse,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
156,2023-02-21,Spouse,AGX,"Argan, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Oilfield Services/Equipment,Industrials,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
158,2023-02-21,Spouse,HASI,Hannon Armstrong Sustainable Infrastructure Capita,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
159,2023-02-21,Spouse,MOS,Mosaic Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Agricultural Chemicals,Basic Industries,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
162,2023-02-21,Spouse,BSM,"Black Stone Minerals, L.P. Common units representi",Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Oil & Gas Production,Energy,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
163,2023-02-21,Spouse,RTX,Raytheon Technologies Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Aerospace,Capital Goods,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
164,2023-02-21,Spouse,IRM,Iron Mountain Incorporated (Delaware)Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
165,2023-02-21,Spouse,APO,"Apollo Global Management, Inc. Class A Common Stoc",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Investment Managers,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
178,2023-02-15,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Finance Companies,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/d6484f32-d001-408c-82a9-4d6d6ec8f43c/,2023-03-01
190,2023-01-23,Joint,GOLD,Barrick Gold Corporation Common Stock (BC),Stock,Purchase,"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
191,2023-01-18,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $19.00 <br> <em>Expires:</em> 07/21/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
192,2023-01-18,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $23.00 <br> <em>Expires:</em> 07/21/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
193,2023-01-18,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
194,2023-01-13,Joint,UAA,"Under Armour, Inc. Class A Common Stock",Stock,Purchase,"$15,001 - $50,000",--,Republican,AL,Apparel,Consumer Non-Durables,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
195,2023-01-12,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 06/16/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
196,2023-01-11,Joint,V,"Visa Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $210.00 <br> <em>Expires:</em> 09/15/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Business Services,Miscellaneous,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
197,2023-01-11,Joint,KO,"Coca-Cola Company (The) Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $60.00 <br> <em>Expires:</em> 12/15/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Beverages (Production/Distribution),Consumer Non-Durables,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
198,2023-01-11,Joint,AAPL,"Apple Inc. - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $125.00 <br> <em>Expires:</em> 09/15/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Computer Manufacturing,Technology,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
199,2023-01-11,Joint,TXN,"Texas Instruments Incorporated - Common Stock <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $170.00 <br> <em>Expires:</em> 07/21/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Semiconductors,Technology,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
200,2023-01-05,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $18.00 <br> <em>Expires:</em> 04/21/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
201,2023-01-05,Joint,CLF,"Cleveland-Cliffs Inc. Common Stock <div class=""text-muted"">Option Type: Call <br><em>Strike price:</em> $20.00 <br> <em>Expires:</em> 07/21/2023 </div>",Stock Option,Sale (Partial),"$1,001 - $15,000",--,Republican,AL,Precious Metals,Basic Industries,Tommy Tuberville,https://efdsearch.senate.gov/search/view/ptr/9e661d3e-df11-49a3-b66d-3dc83761229d/,2023-02-14
